username,numPosts,numFollowers,numFollowing
mattdm69,271,5,18
Divergence,1697,27,19
Me2Greedy,5659,180,12
Mangowly,290,5,4
UndercoverInsider,49,7,9
JOHNNYREBUSA,3473,19,41
DjMula,636,94,57
Bullsallday,521,78,0
mikedeatworld,1314,41,80
bigboggs,45,5,69
SmartTrading,186,5,73
Capitalist,723,55,53
WatUpE,1729,24,25
ELLu411,500,32,24
TXH,24,5,66
The_MBDC,116,7,26
JakeMoore,8,5,119
BloozyCat,135,6,10
Mariorx,1192,21,54
EdSav,4165,49,20
Hashtag_Bullish,1447,16,15
impok,13,20,68
javyn,415,7,1
NYCHawk,1070,15,10
Momobreakout,120,47,5
halfken,75,10,112
missdiatribe,14,5,1
TraderJoe88,375,7,65
Marshall_Herd03,2746,82,19
rlstock2014,187,14,137
PensaMan,2946,44,70
LeaderTrader,399,39,17
Darrellr21,375,10,4
Scalperism,152,6,13
typeE,641,19,11
Cyro,178,5,22
mccormicksworld,247,8,27
Diegorubio1,677,11,2
34precinct,330,10,24
Iwannatrade,870,50,96
MerryStocks,374,39,14
1234567,15,15,166
BayAreaBiotechI,143,20,27
BrookeFinancial,141,39,132
lightingstrikes,71,23,62
BruseWaine,55,6,4
Antonio55,28,10,69
Boghari,57,6,37
IPOChaser,2906,53,72
Ckiptrader,8,10,86
creativeflood,4641,48,128
pdb,627,5,7
ANTO,17,7,51
CKbull,1973,33,89
Raditude,457,24,13
FiguratiMacondo,40,5,42
heymrjack10,97,5,63
VisionaryInvestments,733,54,13
fxmulder,2346,65,301
Traderlady,197,13,34
jeksilverstar,45,5,62
CaptainSolo,991,43,45
emilalexander38,28,7,78
RVATrader,264,6,11
stock_geezer,168,6,97
StockMusic,1141,30,103
wallstreettrading,82,23,50
bolonomicz,1501,58,61
DuduTrader,13,19,45
avukaj,30,7,14
ELOY_RC,660,42,38
Tradeame,195,27,167
BudStocks,359,12,30
NiuChartist,1846,8,10
invoost,47,43,126
MikeGodzilla,529,59,473
Coinster,5476,175,223
WayneRStanley,156,33,207
invesd,734,94,410
hawaii,328,5,3
michaelpietsch,56,5,18
maddogm86,322,6,10
TraderPNW,7,8,83
mier6320,663,5,9
dwhiteshines,5,22,13
RayB73001,766,18,67
BullTradeDS,125,6,21
fboflanagan,11,8,3
rafalopz,20,26,287
renicker,24,11,26
firesnake77,877,15,66
Tastebud,45,19,34
WelshlyArms,3107,19,3
kitsune808,172,35,66
geoholt3,106,31,3
songxolee,88,17,57
TaxSlave,168,10,63
jmcmah01,18,6,9
MichaelHLau,9,12,57
longhorn312,188,9,12
fandango,269,13,10
deeppocketstrader,2845,21,7
CookieMonster800,4690,23,12
jwlawrence06,1318,34,11
Mbrillo1,6041,57,2
Chi6692,2531,14,12
drevil0007,2117,6,3
BigHonkinPatriot,49,5,27
DunDunDun,2508,13,3
Smeejis,2768,15,9
Turtle24,100,5,43
lesterdiamond,7805,104,41
SkyyBlueLife,212,43,5
Yass,317,35,74
Millonario,846,31,124
LukeGetsLucky,36,5,66
maninthewall,539,12,68
Gooddday,4643,61,30
Sjcheetah,7031,16,67
nf_alfahad,443,8,24
tsxswingtrader,636,175,155
Cjgross78,2392,43,142
Victoria018,645,18,60
Adrianrconant,1627,36,95
kimanga,3591,73,278
dannyboy2013,1974,31,2
agonzalezleon,384,12,10
LotusStock,225,5,79
Nathan_M,1664,114,5
Ericon2,1426,20,19
Ah_shucKs,924,8,2
z06forum,3113,33,66
GoldDust,1350,15,1
che0938,2249,16,30
Taylor814,1104,14,1
StockTrax,1486,25,20
pointbreaker,2715,29,27
LTMD,517,12,33
FSATrades,2379,47,43
GrinderAK,1148,39,66
OwlTraderOvO,327,10,65
okrapeas,1841,134,194
rstino,840,17,65
ricktrades,4315,55,53
krishp,41,7,93
PaulCloutier,7487,287,22
wyldelee,47,77,48
TeachNTrade,3156,48,22
singsing,273,6,62
smakkdaddy,1870,18,87
DavidNeubert,6,27,21
All_in_or_nothing,1985,35,164
Mk48_ADCAP,5201,93,135
Valuestox,31,21,142
BioPhan,112,5,23
traderelite,1653,29,2
permbull_apple,2612,74,99
DanteZ,1785,82,187
DavidDomzalski,6,27,68
h8ster,757,8,68
N22PapaDelta,180,47,123
TomLi,33,9,19
keiferbonenfant,1219,23,67
hipeman,5,7,94
Moosepaw,275,7,0
highflyer,26,22,253
woltz,696,59,37
yousefiasl,1461,102,46
bobmacd5,55,6,86
CaeX,5162,60,22
jfwilliams,7,123,20
Neurobot,6,33,9
tmesher,19,21,3
yannnis417,14,6,59
harleyriderbob,10,21,16
redbullbear,528,43,275
ISellOptions,222,16,65
PaulyWall,219,12,80
renntech,9,22,4
nilekim,14,24,2
Tony_L,42,13,1
irvingrl,55,12,43
Giggles,569,7,0
AkrobatiK,740,9,104
edbevier,14,33,0
iKylix,326,82,189
pricad,8,16,0
murphy1,22,166,50
COAPTBRKR,6,118,3
kingcashx,5,36,24
andreslealfx,24,5,9
eddieizzard,158,15,5
laundos,5,20,8
AstorCapital,2169,62,13
investmentscore,17,11,29
DCataneo,5,26,15
JMGADS,74,42,91
drakoln,43,42,59
barberosa,629,10,1
zjunyuan,21,64,156
tradified,9,5,3
TheU,7,12,22
robertwells,53,39,152
sundeeptrade,128,6,27
Parisara,924,54,12
moneymaker85,381,9,8
SaligaoFox,178,13,35
stantonkramer,25,40,191
QuantumLeap,115,14,36
brettrichards,49,8,57
RNich24,343,23,56
ganu81,175,6,67
jeremymac22,395,13,28
Ramkeee,678,11,18
MainStInvesting,81,11,42
peruvianhawk,11,6,8
mistershort,57,9,30
destinriche,183,27,36
Acejd,588,8,1
SoleLegendz,91,5,0
LeLaf,1217,13,17
20characters,74,59,0
ts54503,7,12,128
savakl,1056,10,15
naharon02,1051,28,20
MrTuxedo,21,6,16
MartyBolton,216,13,26
IntenseDawg,1477,13,54
emagdnim,53,6,47
detnorske,18,59,360
IJCANDO,181,7,94
Jarchik,287,11,67
BountyHunter001,919,6,51
bocasbest,861,22,55
MarketsCJR,1499,96,137
ruhiverma,20,6,109
USstocktraders,1073,111,42
JayAhre,6,6,6
thyname,75,17,47
Clotboy,2460,29,4
chrisdunn,20,118,33
ChrisGDC,2361,75,83
wex2,5,39,84
ricster3,4349,69,14
Linda111,22,10,63
Roxi65,58,13,77
TradeZeeker,847,21,4
datagoodies,66,50,139
MrDoughBoii,961,21,1
PrestonKingswood,340,25,85
Styler86,2634,137,0
Jgo,622,47,43
Limitless01,4437,91,44
faminvestor,954,39,17
Tradovate,20,6,119
j99b09,6,18,250
longjohntrader,462,43,68
BULLOFWALLSTREET1990,19,6,63
johnnirobbi,378,68,69
Macroeconomics,5663,163,0
myownadvisor,10,45,24
dennismccain,508,53,30
stoxdog,1306,28,63
Landm19,7,28,183
BullBearPig,1376,31,33
investingsidekick,36,7,69
bdsluckie,75,43,46
bobthedog,414,27,66
Roadmap2Retire,318,64,105
pnavarro88,74,106,1
FedEx,420,228,1
videoinvestor,18,7,58
SocraticBruin,85,6,96
DividendHawk,45,50,117
derekdg,49,6,9
Klono,1619,21,18
otterom,90,21,32
FZucchi,49,131,9
Bkyln_trader,20,28,40
RyanNinz,234,152,60
bigdogtrades,781,54,5
ArdavanH,24,8,72
HonestJonno,1537,25,7
JaredHayesPGF,266,34,57
nnwelati,445,7,7
zzstockzz,177,9,27
kennyishere,2098,42,26
TangleTrade,34,63,66
kenj81,31,10,33
vineyardtrader,71,15,21
Optooplay,29,13,65
Volraid3r,446,18,6
clkh18,20,7,41
Kbran,67,15,73
onephoenix,260,15,2
TexanGal,164,27,6
BFTr8r,260,45,120
UndeadBear,2641,55,21
Trinity,656,24,1
RedRookie,378,75,109
CelticTrader,2393,32,31
Blazer1414,486,7,15
michellelang,274,54,59
wallstwiseguy,178,14,11
mrstochastic,56,11,11
moneynerd,412,72,60
gogogirl,617,35,127
sand1981s,22,22,108
dabomb691,198,9,43
RayTango,439,23,36
BullOnRed,337,42,53
delawaretradergirl,4059,19,67
Soolebop,482,210,232
InsideInfoAlerts,147,20,1
PedroOliveira,263,6,18
Master1981,39,7,16
bkshankz,11,5,13
Mac1962,5405,93,193
WalterCOLLICA,198,91,208
nudeDAQ,107,18,146
csquaredtrading,28,16,2
cbotbonds,286,71,49
NoTalentClown,714,9,6
gizmosis350k,135,8,20
alicem,68,13,59
themarketmaker,264,19,43
LetRride,1088,37,49
SpeediTrader,1851,94,41
haymoney,19,25,17
GorgolAZ68,643,12,79
OptionsSLeUTh,1302,91,48
OptionsElite,1158,185,68
daytradeex,1000,83,117
wallstaddict,5272,250,64
trading10k,50,5,37
freshtrades,14,5,4
BreakingDarvas,5,5,25
ggoodrick,490,38,262
TheCoon,43,5,19
micmaher,2447,85,299
frpark3,89,5,72
johnnyquest,136,5,15
chris_cappan,674,98,592
GetMePaid,426,6,5
Big_Broccoli,14,6,27
WeeklyOptionsTrader,246,88,79
calendaroptions,957,120,2
Graham11,5165,126,93
STLCapitalGroupLLC,823,60,6
BigHuxma,47,6,42
RaceBanner,652,23,24
RussianQuant,65,20,6
DrPaulyD,49,55,40
HelterSkelter69,32,9,140
sjack,13,5,4
0071,508,34,153
Bjedz,1034,82,14
livethelife,993,52,37
WealthVault,8,23,31
fancysmancy,791,10,1
Magellan,5300,92,7
thegardener,32,10,40
deeppocketoptions,615,44,64
dragenn,3772,119,22
WineandCheese,2135,75,55
achillesresearch,174,9,60
weriro,8,7,129
abshc,384,5,0
dwinter30,37,6,4
100Gigabit,5,21,8
johnfraga,325,10,23
labombagrande,1769,35,26
tobkin,23,5,0
Macdaddy23,451,5,2
igriot,411,18,41
Bsmit,2009,41,53
MattyIce212,492,7,2
Nopik,5,23,7
Pidgeon,827,21,50
jrav19,1151,12,23
nyssefx,43,26,121
lopezunwired,9,6,8
nrw4w,50,9,61
Bioknow,1049,53,59
SK_Stocks,313,14,63
kin89,12,30,33
Vermont,1197,19,7
bgin2end,73,27,57
Gprimp64,7500,70,22
valueplayer,1028,14,30
Guttrader,894,253,305
Money4nuffin,898,5,7
DaaMan,997,6,8
isdsf,33,87,955
Fran19,28,5,33
DJFUNK48,6,43,310
Bl4ckGh0stRyder,2220,48,34
harrydomash,296,19,61
Simseth547,135,17,47
BurgessCapital,150,22,93
SophrosyneTrade,50,6,40
instaforex,45260,109,1992
fokusan,20,91,942
Sell3,5,7,28
pengweide,5,6,6
mygrante,32,5,69
InterestedBystander,12,6,100
trader15,41,15,101
hilldoc,40,6,19
jcortsac,9,5,54
chenxine,9,7,94
shamonaryan,22,5,64
Jwpnz,8,5,19
asfarr043,14,6,30
rhonyroyce,91,7,22
nww516,23,10,149
FabM,29,5,18
zzen,51,11,52
Inventivename,80,10,34
sscales924,21,5,2
gRobb,78,5,28
Kasssim,29,12,101
Wvumounty84,7,5,16
JKadubec,8,10,49
Wzad,8,5,19
abhi_mail2002,13,5,35
davejhare,5,11,43
ritayao888,5,8,29
wakeboarder26,8,10,31
mardomgal,14,7,27
ihaveabaddober,11,5,14
atadayon,10,16,90
makingdough,211,9,27
AMFmoney,14,9,101
DontheJeweler,33,12,27
LloydBraun,66,5,7
TimiSmiles,154,9,177
WurstTrader,18,11,164
svon,8,11,248
rickackerman,116,447,728
leo68,5,5,89
mattdubz,65,7,13
SmokInJoeTrader,68,9,52
Rbrown2222,21,5,13
Jh1334,544,8,6
G_GEKKO,206,11,30
AaronLevitt,281,119,2
Solveig,76,6,4
DiLafng,83,32,61
DC_Capital,1440,26,139
solomona,527,60,52
ThomasJefferson,18217,300,110
stockroads,1798,56,80
joannabell,115,62,185
tbizi,292,17,62
thewife,268,62,110
sahil_alvi,454,21,62
stampinvestor,420,8,69
Bgbrown125,119,5,26
vin_nyG,40,11,8
grant_yang,298,89,8
Octavioustitanium,3346,134,137
zsassy,295,49,168
Investorsplaybook,206,35,18
EmergingGrowth,1079,1512,29
AllBull,2559,36,12
spike262,10,5,83
Bullshishi,2551,31,12
StoneThrower,1199,24,35
keathlim,5353,40,20
RobMoreno,518,6344,99
Optionlion,498,17,17
WhaleTrader,1265,164,89
JohnnyWishbone,5692,151,12
aprit,2898,48,71
jeromejaco,2244,32,82
Vitaly1,1723,23,73
ravee_mehta,60,131,78
jdells06,3433,76,91
Serial_Trader,824,35,10
lucksme,68,6,10
Hayes78,113,25,265
seanb4689,98,7,13
zenway,388,22,0
M_Hanafi,437,10,35
strategist,283,8,28
simongt,861,19,85
PM1,2958,29,69
klefkow,154,11,23
DaveBHNV,191,5,10
divatrader,4151,105,52
TheWizard2015,602,13,127
SatwavesProEdition,38,6,0
tokar,563,10,21
tradermind,126,7,25
superocean9,568,35,76
AlwaysWatching,694,16,81
Beast_Of_Caerbannog,7721,169,77
jhols001,142,15,31
Pirates1,6,7,90
MeNotMuppet,1817,58,116
gary23b,1766,33,97
daquan,59,5,49
Syaan,60,7,12
mikemost,20,134,209
stoives,39,6,16
AmericanStockInvestor,51,9,13
evandieterich,13,19,97
smegey,61,31,160
KingOfTraders,172,116,13
PowerShort,415,59,49
Livetradingnews,5003,202,445
Trading_Jazz,253,20,23
fedspeak,289,57,330
theLonelyTrader,548,64,47
maui73,29,8,3
ibkahuna,1323,16,107
macdtruckin,910,45,77
ZorawarMahal,54,5,35
kitoha,11,6,0
mauisurf_73,70,14,58
hynesight2020,53,6,26
mishmahi54,522,52,319
EarningsTrader,852,148,27
iVIEWMarkets,7,34,0
WatchHimTrade,122,59,7
Laser,161,6,15
MrStocksTrading,155,44,0
TripleTheMarket,5,52,0
pickinparlor,28,35,165
juanjollovera,878,30,62
mbruland,62,5,68
HighPerformanceTrading,1430,83,71
optionalarmchat,751,101,60
trendsfriend,263,39,118
Simpletrade,464,29,18
EatingWorms,3821,87,194
andrescardenal,515,54,25
smnl4indy,352,8,20
thestockdoc,15,25,97
JMike,103,31,145
LEYLANETH,196,51,110
SouthbayTrader1,96,25,151
sirrealone,919,5,59
Tradeforlife,1410,52,57
demianpack,130,95,164
Kaity,1301,85,79
SpaceTime,446,5,60
NickGweezy,404,56,150
CrocksAndPonds,2114,53,175
krishnav,5,5,29
reding777,23,6,24
hedgeTheRisk,1639,60,19
kinetix360,97,84,197
TheAcsMan,1037,153,141
SFOmag,227,320,141
joenobody,144,10,0
Stoney0603,71,26,120
Alamarashi,22,25,236
NextTrade1122,11691,4090,45
humble_investor,618,16,54
Hey_Its_Joe,121,11,57
tradingfinancials,53,6,4
TradeThat,617,15,49
smrtnvestrdaily,13,44,369
philipjun83,17,5,27
fertree,25,5,37
Eloka,159,18,78
kkess003,49,7,37
Skibbs,560,487,0
risk_wise,23,12,5
Slammer922,117,9,42
rebel4money,33,16,27
Mivzar,212,92,290
DedicatedShort,2494,100,51
traderpinoy,6,12,20
Litz,1520,36,49
GTCNate,265,44,32
litscmj,593,21,19
madisonbui,31,36,70
JakeGint,17,177,74
Annergaa,32,5,28
mondays,315,42,273
stockwire,17,5,36
acaiken,186,22,127
janyB,21,8,54
ToBeOne,10,5,42
LSN12,350,10,92
Iconbrushman,36,14,32
spotless1212,28,6,2
ArturoM,1844,38,9
MrClean,2832,28,8
TWCG,182,8,36
TheMoodyAnalyst,34,8,90
mcelik,106,7,32
MickeTrader,3741,47,68
Daymoon,418,13,15
jasonhanold,12,6,65
michael7700,329,7,23
earthsquirrel,635,111,9
nucats,2744,66,93
billz,138,5,49
YeahIsaidit82,121,9,18
TradeTheVix,20,6,57
TheEdge,25,14,141
etradebaby,10975,86,41
RideTheWave,665,48,62
FastopiaCos,28,11,7
joada21,597,5,24
stockjuicer,737,27,41
LoKnowsBest,8,47,24
francksantiago,58,7,64
jakeglavis,6,6,130
Fvasconcelos,50,5,13
bkamrath,202,19,12
PBRABENEC,592,10,16
PoorHomey,31,20,38
tapereeader,158,10,1
zachiles,596,14,116
PierreLeroux,262,12,3
Phil_Goodship,15,15,34
pjeffry000,941,43,5
newbtrader,39,10,9
camfrye,1977,45,74
MaestroIoannis,1759,36,26
Jkro,8982,94,25
StockMarketTimer,58,48,1
Armst227,624,38,16
masterofillusion,1964,28,5
Wondersteve,202,9,4
Pherris,82,48,103
CurlyStoogeYukYukYuk,1826,62,11
alex_25_1992,230,37,6
MacThunder,2953,68,87
MR102percent,3127,79,26
VegasRenegade,456,25,295
thomas6,314,11,55
TheCautiousBull,74,5,14
mcstockpicker,589,61,33
freeplay,9258,116,26
SmartPeopleSmartMoney,321,11,0
Blakej01,8667,570,9
BOFFO,1355,34,7
sugarlover,1014,227,153
rla496,203,14,13
daledale928,1649,34,39
transenergy,2553,150,32
matty_keenan,17,6,78
privatonesss,152,17,30
Bruce_Cullen,1247,45,38
john_moody,46,5,10
SD213Trader,2690,162,60
CPRamey,95,21,141
mkotecki,1714,27,359
yah00000,5,5,22
optionaddicted,43,5,6
punkatassetcapital,1697,75,63
jkelley81,150,10,47
RoadhouseBlues,5680,98,62
stocktagr,25,10,0
JimBorgh,85,5,3
Phantomer,297,24,3
mikewill17,550,34,33
xfirezone,15,12,27
Modhumoti,43,5,6
B2b,75,15,40
spikedoctor,5303,91,52
Brightontrading,2953,71,3
Sisyphus101,896,6,63
snapplemoney,512,13,108
dhansen1964,225,7,59
ArxtonTrade,112,12,25
BuffettTracker,1732,251,6
bststrat4tradin,202,30,20
Steph2013,235,41,23
Ronstradamus,75,45,14
dstep,273,53,245
highyieldtrader,26,13,0
DanielFrereault,545,38,64
smartplays13,120,19,25
mattmatt,1170,64,292
ifuknowwhatimean,473,39,60
Dukai,208,8,17
WillHassellws,921,85,83
goldbull,84,13,24
l8againwei,146,5,62
wescx005,2520,42,48
RickyRoma0,26,77,19
smallcapexpert,1636,101,18
Cory_Echevarria1028,158,7,29
Be4UTrade,787,80,37
WarrenPuffett,3195,170,8
yader,539,42,48
M3lt3dic3cr3am,1752,44,48
pjsreal,348,12,56
liltraderr,932,14,41
FxTechnicalTrade,62,7,102
Trianglehead,47,8,79
DoGGy,3248,58,21
NathanBuehler,264,116,13
shinobi_trader,10,74,0
2win,820,79,422
Snowhawk,75,5,10
JNS,64,6,31
FaradayFuture,1852,38,62
212j212,15,55,76
Blockhead87,231,6,18
koolaidluke,118,31,54
el_toro,446,18,12
TradeNZone,612,84,1
DaraAlbright,53,67,145
Prodigy89,318,20,10
Splendid_Curse,387,72,4
Carolinamoon,1000,49,11
LuvMaine2,9,23,96
Carna4z,349,14,41
MoneyDreams,256,7,63
TheKingOfTraders,205,15,16
SofusTrader,26,6,67
brandonms,388,17,32
Grumpydude,749,17,134
silentWolf,481,17,15
HotBeachBum,651,24,8
Ttraders,19,35,158
hennie,408,10,1
Bullshark2009,900,12,10
MoneyTalksBullshitWalks,1731,39,10
flux_capacitance,165,10,17
jackryan,1234,83,79
skipshean,5,95,8
PairsDude,175,114,120
Kcmule,5099,29,63
Andrew37,149,5,48
trader_darren,369,128,0
PrincessPony,413,6,12
bovis517,447,7,50
jwhitley6,847,79,95
taketheplunge,2525,67,60
BreakingFinanceNews,248,6,62
MonicaBB,281,33,149
LatinDayTraders,726,57,207
KylanHodson,34,47,358
Rumality,31,10,42
SailorVince,55,6,28
skijim,26,12,47
scottcarson2,165,14,135
SSTURN,139,132,285
Betsy25,1537,15,1
sacredfiginv,33,73,21
WallStreetBeats,574,79,1
TraderRB,66,23,18
RobLeeAnalyst,133,182,10
Johnnie_Bravo_1,878,24,0
Locust2,1417,23,18
DisabledVET,61,5,32
SMAV47,214,17,0
RMBGroup,54,21,20
TNBullTrader099,1831,39,27
monthlyspreads,94,17,54
brandnet,566,17,24
Leben514,219,6,27
VizOps,1347,40,46
VringoStarr,30,5,4
blueice,815,18,0
jerzygurl,33,5,36
Finboy,127,9,2
CarolineC,2742,126,60
kirkwood101,386,7,0
paintlady,289,5,60
doug5007,1625,35,1
Endoherodon,611,7,5
coucou2000,10,6,38
ManDude0311,1724,26,62
BVFinancials,55352,145,1
mintudehai,62,11,82
pennystocksweekly,6,11,0
Wam_Bam_TY_Mam,782,6,63
Derek1s,480,13,83
midwest_momo,3223,56,89
peterkto,6,38,15
mthester,946,24,40
MetalliTrader,1558,58,89
memolj,9,19,44
XHamadX,368,15,66
StockTradersHQcom,7,54,57
Singe,899,25,32
janmackin,382,44,181
yoclockface,1337,55,110
BioTrader,552,81,7
dszoo,2294,55,12
Emini_All_The_Time,90,10,24
piratmc,233,188,0
xtrabiz3,6,5,69
DayTradersElite,18,54,28
NADT,2475,166,28
jonsticha,14,53,77
Greenspud,1629,156,29
SmartAlec,309,9,19
geoinvesting,6,204,57
Hemerycorp,96,7,20
Colsdaddy,1559,36,346
Trades2Win,230,76,396
j1alex,373,25,160
gregneuf,5,61,46
akhan2640,10,80,191
thunderaeon,278,6,1
JATranfo,571,70,175
skyinjesse,74,11,15
Anthonyspeak,35,35,149
Bbbbbb,44,30,69
diamond303,668,41,54
AlanRichOnline,231,157,305
srf,3489,40,81
mike51r,166,32,43
scottrutherford,83,33,50
paras360,139,26,68
Notsean808,35,6,21
jcgbailleul,9,6,44
hlambur,191,33,115
ognickyk,7,11,94
SocialMarketAnalytics,59,46,309
mustword,18,14,73
apkingsbury,1947,40,16
StocTrader,541,17,10
l9traders,1031,17,22
Victortv333,5,5,13
wprice88,289,15,25
obamasyoyo,322,6,37
Yerevan,26,30,329
luckydoughnut,114,8,42
wrzt,377,6,18
PennyStockWhizzKid,11,88,691
Titan73,1930,77,75
iudy2013,7,6,70
maverickruler,14,5,24
ryder0000,34,5,87
EvilTrader,133,7,2
hasskhalife,329,24,92
shawnyu,202,5,29
lizadey,7,6,47
IKnowFirst,393,174,1698
RoseStubberfield,19,97,1997
DonnieLn,11,5,43
rfarkiya,32,9,35
JSitu,7,5,8
trenk0o0,17,5,39
luckytrader,537,7,33
SenorAlpha,111,12,126
EasyE418,1110,5,1
profusionz25,30,7,85
jmitter1987,21,8,87
tatyanashumsky,32,5,92
Tryin2cashin,540,5,4
RougeMan,273,5,77
slabber,10,8,68
burn,54,6,26
warmboot,115,17,29
MSRules,39,6,13
nownever2012,19,5,49
ashmgb,437,5,27
FVazMan,25,6,41
Chippy55,550,8,3
justintwits,9,5,27
resistance,58,5,26
InvestorJae,32,5,4
znoman,6,8,90
synwashere,295,8,33
abrod520,490,5,6
ashrimp,9,6,28
RallyMonkey_,64,7,6
No1_Playa,7,6,21
SVTmike,5,5,4
observer709,97,7,27
stormyweather,79,5,6
TBL,134,11,91
kfoo,11,8,43
Skybizz,312,10,45
Pha430,269,5,72
twins54jj,93,5,17
Xtremis,136,5,51
jcolay,58,5,73
shank21,31,7,101
yamTrade,16,8,127
AlphaModus,17,7,0
EmpirePicks,14,80,976
DanielsReport,19,13,0
awtrades,33,9,21
FoolMeTwice,372,19,58
Optionspi,7,9,49
arjunram,10,14,26
ToolsOfTheTrade,7,6,24
VipinKumarTA,122,13,34
tradegame,623,7,17
PatSki_123,22,6,16
Falcontrader,332,144,74
_LauraCasey,47,17,31
hunterhsu8,190,28,110
surfertrader,89,6,69
qadeer_ahmed,336,15,8
GardenGnome01,254,7,0
ssmlnare,66,5,21
GregK6777,266,7,21
kotekaz,873,68,41
ianbyrne,24,10,24
meldtruong,31,17,70
9Xetra,12,9,143
Twenty5,423,23,74
ricardomahoney,38,8,82
GeoKazan,228,7,72
AoverK,43,5,85
Entei,136,6,61
dhenterprises,569,10,134
rkedata,1669,53,76
bagholder,1070,42,85
MolonLabe,43,5,62
HydroCarbonKing,1200,22,2
NewbStockMan,240,6,60
pearljammer,629,22,224
ATX,172,14,97
BBNihart,1408,42,64
StockShaman,9,8,144
ZachScheidtAgora,58,11,82
DrunkHedgie,515,23,134
Grams,26,8,26
jacoballen,15,10,10
roscoe81,293,15,103
microcapmilyunz,10,39,9
blacksamlou,6,14,9
valueandvolatility,761,27,266
snenkov,9,55,14
PishevInvestCo,372,43,34
RP72,17,18,194
leongaban,5,10,77
etrade,1201,38,102
mehle11,12,44,299
A_M_Faulkner,3574,118,194
dCash,219,7,5
NaveenB,650,10,22
SWITTERMAN,59,11,91
GTTrader7,67,9,8
LieutenanDan,162,12,0
professorkev,784,46,23
Tradingsecretary,687,35,199
ThomasBl,57,6,77
CITISIGNAL,19,9,120
Axman66,578,25,71
TheBigRagu,131,8,2
Zeedfeed,48,12,386
Random_Walk,1194,54,107
Echiu529,90,11,45
numb3rs,6,10,23
tymochtee,6,13,113
Dudes,142,25,234
ThatsSwell,8,13,68
humility_trader,3004,40,9
sundanceca,46,25,258
ThermalDynamics,2330,21,29
Arbitrage_Drama,1105,53,211
traderrubin,571,107,27
305Trader,165,48,293
DSCtheH,147,5,85
atcelts,589,51,54
AmmyHour,472,23,38
arachnode_net,348,26,21
RockerRay,249,32,79
reddragon,9,47,263
YnotBeHappy,3973,84,59
JamaicanInvestor,23,8,8
Sweetums,528,46,10
loveroftgame,328,33,216
Gusman174,80,6,69
theStockMasters,187,35,31
Mommytrader,100,7,11
Cshowe,174,6,25
KrustyLovesYou,2407,22,12
WalterWhite,216,12,0
rose4567,850,10,9
melmel2112,1343,26,6
accent2k2,10,40,274
Day_After,2444,47,28
sammybaby,2048,43,237
ManeaSayal,18,30,16
bearsworth,525,15,14
TraderBoot,11,51,6
ssmith98,1800,93,102
Kristiwg,268,27,30
maikinstrades,96,26,140
hawaii0079,1163,20,25
Eirikur,397,30,115
EkraDayTrading,373,14,19
dinvestor,83,21,91
mpower90024,292,7,60
traderKB,733,48,172
mycube,1361,11,18
justinclark1023,199,14,45
janefri,2508,39,87
BeavisTheTrader,280,32,128
JustEngineerIt,263,7,63
TraderDallas,215,10,41
tradingstrategy123,336,12,17
JimmyWireless,57,13,61
ProDayTrader,174,40,3
dogdogdiggitydog,1971,34,18
SpideyTrader,2636,188,11
IronCondorHawk,5168,96,2
RamiMichael,11,47,0
ShortlineCline,7,15,55
aqzhao,11,6,28
flyy,1503,37,59
sergeida,292,19,74
Mikito,23,10,41
putsncalls,3072,243,96
stockfella,2873,114,69
stevetrader,138,20,104
lousyfreak,10,11,61
Wideglide60,124,78,78
udim,426,18,67
RonT,373,5,22
Jarla,325,30,27
Skyshark29,490,21,41
TheAbsoluteBull,2152,67,26
DotHillSystems,6,31,0
freetherepublic,113,14,102
freefdawatchlistcom,1253,257,112
TraderHawk,289,11,31
investornick,540,18,7
ChamLOVER,853,87,16
buelling,803,8,25
Kiliam,136,15,64
GapTrapTrading,22,63,171
gotok,420,31,143
shahlamagne,256,5,96
Lonari,3388,120,48
benster,2544,35,24
kristofdeblock,12,14,117
Follow_TheTrend,484,19,45
daytradernick,1398,80,36
tradernoob77,18,26,10
trader_79,639,38,70
WeRFun,443,22,8
coreycottrell,1506,70,70
LoganTrader,228,43,7
Chart_Wise,97,21,29
Dusky323,221,24,4
jdavisDM,20,15,1
traderyork,1024,53,25
StockSetups,390,70,4
Vin_Trader,318,253,4
nanana,1278,71,51
lucky321,60,8,32
IPOTrader,4520,379,0
dalilo,222,18,3
TraderArtblog,1565,164,37
Kevin757,2206,70,24
Stocktrader45,479,25,63
TrendSekr,223,19,11
JMRCPA,1309,8,60
Strategists,110,8,5
FXDD,35,212,204
yani,1453,42,44
BoilerRoomTweet,399,100,104
proactiveinvestors,1684,56,8
Ripsime,902,156,33
KiddoTrader,3332,35,48
TGTtrader,102,17,30
Rxbroker,1235,164,55
TylerTrimbath,163,60,173
TraderOnTheLake,3692,79,100
alexsimcock93,219,50,120
MarlonSilos,10870,188,16
PaulusDAX,1063,99,8
Kote,809,24,28
deano138,86,6,62
Montange,499,27,17
Jtown,5,6,46
mpboni,1077,26,39
Btrain65,364,18,63
GrandMaster,943,38,169
thebusiness7,19,71,254
Yvan,1157,37,61
steveruffley,7,126,119
Miketmttrader,71,14,4
thecatman,6778,246,378
Akstergi,1951,37,127
ahab,458,12,59
StockMasterHere,1594,72,61
keywestbidwacker,490,70,515
