username,numPosts,numFollowers,numFollowing
ronrusso,265,8,10
StarsAndMoons,451,6,19
BSB,314,8,8
aktrader,33,17,26
TheRounder,62,5,10
wangyingnan1202,1328,31,17
mrpeterg,7,15,16
El_Mono,23,20,41
buffetbreakfast,821,14,36
dtradio,30,19,131
FxTS1,35,7,7
rofs,37,5,4
FuturesForTheFuture,179,8,43
HoneyBadgerDontCare,96,11,20
Debra4908,484,28,93
clydecox12,1450,33,60
BuyLOdumpHI,639,11,19
Iam38,5028,66,5
yasthicklee,49,45,187
Saeculi,338,34,25
haringmp,904,50,137
harryfend,1001,23,87
the_GOAT,328,9,35
CHAYINZHE1,3147,17,2
GordonGekko1000,170,7,1
mryan1,12,5,6
SurprisePro,833,7,2
RichM123,1439,12,10
StevieRay1962,933,42,10
jfarb,440,5,10
KAPPC,2108,45,45
rwilliams,98,6,0
ChartaStock,188,26,90
neo674,497,7,2
canvasfi,48,5,19
Prop215MD,276,13,74
SamRocks,1023,36,3
thsearfoss,758,16,30
Yekta,362,20,4
ipoflipper,408,27,57
Herbb,368,11,14
hakano1,755,9,65
AZOZ,293,23,24
Dtrader3xbull,106,8,14
alexed_97,14,23,41
NF135,399,7,25
Hubz,466,8,0
HiFlyerz,197,19,49
Krazyeights,223,5,11
PharmAnimal,1344,17,1
TSGdennis,446,15,80
choover8059,1620,22,16
unemon1,10,20,1
A4r0N,44,13,158
AimingHigher,240,30,68
jaaw27,674,17,75
mpr,180,21,37
luxor,7,5,2
calgarycraig,855,25,3
XTREME_TRADER,71,46,4
sharptrader,23,20,2
SandyATL,507,5,34
surgmed,2383,63,68
Power_Lines,305,34,64
pura,2001,20,67
wazzu,985,5,65
BennytheBum,197,5,9
FinalTrade,299,29,62
Mina13,2490,27,16
bostox,4336,64,0
ValuePicks,436,12,0
seanbash,62,5,62
vsfan,1231,24,7
GreenRoomForum,295,18,112
sherryromello,15,7,76
Zquick,2041,15,18
ntmessage,1219,25,9
Market_Fugazi,1177,104,98
TimeIsNow,2356,15,20
ssi123,1816,15,10
finbox,464,1295,58
SquawkStreet,227,8,0
Nandupage,247,35,19
Master_Of_Investment,433,17,60
CountingHundreds,1230,12,73
jakelame007,1358,9,60
stringfellow,257,12,66
jt0323,381,9,82
Esekla,23,12,60
jeebs111,373,6,0
Halfpike95,84,6,6
daytrader88,66,8,6
BodeBookSmarts,334,16,11
2Birds1Stone,682,16,58
djbxr2,2902,41,82
ConsiderTheEbirah,158,7,2
saintj,1395,33,74
DontBadgerMe,2766,26,44
Fritz0709,270,6,70
moneylife,744,40,18
SiMM,443,10,7
Luxorus,141,6,60
Shetrana,248,12,30
DonaldTwits,594,55,10
mollyholly,762,13,60
golftec_trader,356,21,103
Dudweiser,2068,27,0
freshtrader,578,8,19
ltcman,833,19,3
lliv,95,6,13
hshah4168,331,5,4
7117Justin,70,23,60
stockoptions,157,35,17
brianlgardner,396,10,63
holeinmypocket,812,11,4
Samantha23,86,10,63
makinglonginvestments,239,9,63
ipwndtrade,81,12,7
BigInvestorJo,2346,35,5
kingkota,6,6,64
ryanszoo,276,9,3
Vigilante_Justice,874,5,63
jovan123,581,11,5
moeal,83,6,74
HappyBull,679,13,24
daytr8er1,707,8,1
AdrianTheYoungInvestor,499,14,65
bigbrother1,982,11,87
nikunjsatani,895,86,21
SilvaTrades,114,12,20
albertlin86,759,6,7
Jfern,143,9,75
yolosouth,738,25,64
Macapplechic,23,5,55
mokidarkman,699,6,68
jpcecere,27,6,96
Wu_Hoo,652,21,69
zeozars,392,39,63
AngryBull,3348,31,73
wishyouwell,287,9,60
youssef_rezk88,767,11,87
mvptrackstar,468,18,4
beenzoot,3820,30,66
EdStock,39,16,70
josephsbox,112,48,2
gfallon,1173,8,29
jlindsey0923,1479,9,0
KNDInvest,437,6,3
Sean1433,155,9,36
Pepito12,1824,25,52
BullFighter,1896,37,64
icandothis,2359,12,22
railroadinaggie,212,7,17
ultimatestockalerts,122,89,5
StockScoutKen,165,12,4
ScumbagMM,978,51,18
TradeAmerica,331,15,2
pharmacist0713,304,5,13
NuggetInvester,1601,60,42
maxskully,420,20,124
Steve_Stevens,72,10,12
norma187,173,27,66
PharmacistLON,491,17,1
UMDmed16,571,27,8
CharlestockSC,118,11,79
TheStockPredictor,996,54,58
DavidScottMD,25,8,8
PricePays,378,35,11
ari4,19,9,5
PerfectImage,291,11,38
Jeff1234,771,16,68
MarkyT,482,5,23
Meddoc2006,1739,28,4
PlayaVistaTrader,2590,67,19
FrankieBlaze,28,7,35
Chllngr,1252,15,79
priceda78,332,6,12
WALJR,274,10,3
kbee1,987,8,73
Gramos17,293,12,95
liborprivate,1280,27,2
CVGIII,873,15,22
kadams,155,7,63
VISMON,346,7,84
Jazztomato,66,11,39
Covo84,275,5,55
michelleramsey,578,32,16
eugeneshohat,235,25,75
Rusten007,37,6,68
KingAT,1334,6,67
jingreach,238,14,86
mbmurphy37,144,5,63
michaeloconnor1987,68,5,63
michaelbogosian,438,9,11
dmccoy341,31,7,53
betterthentimsykes,392,56,75
Moneydontbuyclass,80,9,14
ApexTraderAllDay,2254,67,69
nscal24,107,9,5
PennyMM,104,10,71
Bulldawg32,60,5,13
Placeholder,184,6,14
mjjones2785,929,31,0
NCJ1988,334,16,62
Money_Man,124,10,44
maniii,215,7,21
WITuk,49,12,8
dolcevita,145,15,18
Monica21,331,8,1
CollegeTrader786,774,42,53
PeterMak,1261,6,78
JChristianJones,113,32,103
Analytical,288,58,72
flamingotrader8,44,28,20
MeanMrMustard,1802,54,0
zboralski,28,9,10
flutamide,268,6,75
lindabell009,834,23,135
R0guetrader,448,9,29
INVSTR3038,918,8,2
kyleblake,968,5,62
entropic_trend,54,17,106
mjrpain,134,5,12
aceh2000,103,5,50
LIDDY_,1100,35,11
Herbii,522,7,9
fitplan,256,16,15
Nooffswitch,472,5,1
eminisp500futures,163,17,43
canadian_trader,565,22,10
MarketSamurai,785,30,17
fireworkstrades,114,13,7
Zanbull,353,5,59
Link1979,674,6,8
Biowatch,589,20,13
TraderPL,5245,10,60
oppenheimer,784,31,62
B_CHECK,400,13,91
SharingInfo,651,8,3
kirrapoint80,993,6,2
kazyce,874,14,17
Speedboat_Larry,186,23,11
ArtieLange,57,5,19
eraday,948,10,60
Punit,888,40,66
littlebeastie,157,5,29
svena,507,8,14
bounce_trader,355,11,60
HART_Investor_Relations,12,8,54
Viral,193,16,36
JimStocks2015,144,7,72
nicl,293,12,8
jwoodhams,2664,43,26
ChartFetish,102,33,8
EcoElite,415,36,42
jgatsby,356,12,0
payola,3238,39,65
freshair,505,7,21
UriahHeap,441,23,57
CharlieSupph,348,17,15
theworminaapl,530,21,48
ldiaz117,304,10,2
live4more,33,23,5
Ludballs,318,11,9
John_JC,1582,14,62
eenmakkie,3821,39,7
OptionsHero,520,43,136
Anahita,52,7,15
dragonboatprincess,280,8,10
investinvalue,7,41,0
ObeCalp,1564,31,10
Dhandho1,549,44,9
katieNYC,121,6,1
Longshortsqueez,9,14,2
Phelixx,622,18,3
ThetaHunter,92,6,20
ChipotleMoneyGroup,120,5,77
OptionsGuyNC,6,9,34
hardfinance,491,7,71
trade2wealth,29,11,52
rbowley,3340,30,77
optionmaster,99,15,4
StrikePricer,441,25,14
benjo,1249,14,15
mass15r,90,7,87
oceanracer,3690,29,37
HuskyTrader,132,19,19
Wishfullthinkin,2183,61,20
RayK456,1477,26,91
Dredinvestments,132,8,82
CreditSpreadSlayer,152,22,19
NFLXtdr,134,6,51
TraderProdigy89,73,7,0
DynamicCapital,683,47,30
deaner1979,80,7,5
macrotrader2015,916,18,9
RLWSNOOK,2694,23,66
lpp,2532,34,55
kneelb4me,387,20,91
wyomingmark,2291,43,62
spmarketscope,80,105,29
wrb1130,1008,19,57
viabletrader,330,30,14
TradeTheHits,1378,64,12
Liverless,189,5,63
HITbidsHARD,355,23,1
wrb630,125,7,8
JUST_BUY,106,8,37
patturn,2502,32,53
AMaltsLife,196,19,56
josh75sting,4843,74,95
johnjrooney,293,24,46
lindseycbell,5,16,14
Electrobank,1124,18,77
ThetaTrend,65,32,15
rxd590,7,7,10
modulatetothetonic,64,10,87
Crabbito,78,13,69
jamesb13,1152,15,26
Livermore_Wannabe,201,8,74
dave6l,258,14,69
funwithoption,163,11,16
Carpe_Dime,635,8,66
bucksoc,537,10,12
Jpadrino,100,6,6
ZZZInvestor,126,27,456
burntinsider2013,90,21,114
jazzydarshee,186,8,48
Dg4L,142,11,20
Cjet500,528,14,0
JulMdama,548,7,14
blahblahbalh,1006,41,5
YJulia,219,15,24
Reddyap1,2338,25,7
Bottomfeeder88,4137,51,72
Golfwinchell,236,54,88
cjtrader21,169,13,96
lhltrader44,31,8,40
stockwarrantshq,78,15,10
bihiselllow,1904,11,1
Ezymoney,604,21,37
Flores626,631,5,64
srschoonmaker,8,6,79
illianamike,712,9,9
saltflat,437,7,13
sidhuco,738,19,28
rcarleton,152,10,87
Inboxman,77,18,30
vcd103,543,6,6
lnlretirement,168,6,20
Frackit89,418,19,5
Steve4stocks,44,13,113
Alexstock,70,7,29
Caritas,599,6,11
Willy2015,93,5,11
Max2205,1690,18,1
chunkyhounddog,848,11,18
MJBernard,30,13,61
SpaniardLXXV,302,13,26
GF1,117,5,59
BigDongBaby,1337,19,63
MarketAssasin,679,8,65
squillen,113,6,67
rmsinfo,729,9,62
The_Real_Herd,375,48,30
MFenton15,1257,19,69
LetsMakeSomeMoney,1004,10,9
casner1990,79,7,61
TorontoTrade,139,7,23
paulon,686,7,7
MrMikeFlynn,719,6,10
Dr_Sweatpants,129,9,27
gringaBR,1302,30,60
bachor,536,17,231
pims,844,7,10
Marauders,264,11,11
DayTraderBob,265,15,12
CanadaToWallSt,3875,38,20
Optiondave777,508,8,19
marklake1,2943,40,88
TurnaroundLetter,30,14,0
greenbone,293,7,0
RaginBull,478,20,29
plmecc,6,29,17
speedbirdd,3000,22,7
WhoisFabio,1617,7,65
arctos9618,1621,13,59
Chark,1906,36,16
tantrade,287,5,0
stokguru,825,28,52
Rosme,275,17,160
jwolfe5,239,47,45
billp,477,11,4
rhholdings,251,5,5
SweetSpotCapital,2730,40,37
MehdiCharghadchi,135,15,19
MakeMoney29,551,15,5
TradingSince81,913,16,19
CalculatorMan,4424,39,9
BuyHigh_SellLow,68,7,2
augie122,480,6,13
BChe1,186,5,2
digger_gold,107,12,58
Finner321,785,10,9
UNCPAUL,2491,15,7
ferrie83,895,16,94
AdamTheAnalyst,104,6,4
CARRAWAYP,516,16,72
InflationNIA,28,7,62
cdtrend,59,15,53
BladeTrader,201,5,0
MercenaryTrader,104,43,315
SmartAssets,809,16,17
bebebo,4934,22,3
aal323,1407,11,1
jcmoney,1174,9,36
stealin_your_thunder,1248,19,3
mram,2079,19,49
MartelProphet,49,12,5
porscheliu,1237,9,20
TreeDoc,4600,23,72
Megaas2000,1765,31,19
natalie_truenorth,324,30,73
cashcow,554,17,2
Fungineeer,454,6,7
Bigglou,2637,32,4
optionsmemo,44,16,122
JPMEquityInvestments,137,9,0
richgroup,262,15,132
Bullearish,777,17,65
MiamiInvestor,499,10,34
Insideyourfuego,477,15,13
bittoo18,175,5,20
Jones1934,2043,45,16
moneytoboard,112,5,52
cluelesstrader,405,5,19
davey26,1789,7,59
Aventador,1800,20,60
Missourifarmboy,1632,17,12
nojobforme,585,8,3
alphatrader42,16,6,0
panatl,1578,55,37
ustctea,73,5,3
tallmike,167,6,28
TheContrarian2323,2610,25,34
TeslaNY,23,5,36
peter11511,114,7,97
backyardchatter,112,10,38
scalptraders,706,16,65
readtheticker,1268,22,2
MJInvestment,35,29,164
Stefanka,32,14,5
BobaTrades,894,39,20
MTAEF,7,46,10
droidtrader8,521,17,230
scubastevarino,148,22,22
inursha,696,6,3
qdao85,257,5,9
Olddog67,880,13,74
Leo3,248,23,32
ywhitman,165,10,2
TheGreatOz,1370,24,54
sraman,1546,31,28
Dgbuybig,165,15,61
JayBeau,464,30,22
Lobstertailsforever,807,17,103
Phenom3,2108,41,37
gsignoret,6,25,27
LongStocks,1031,28,87
bibby,1148,11,1
Tbonewilson,2336,27,6
FriendlyBroker,558,10,6
zertech,819,14,13
SyrianoMan,299,29,9
needle_,1690,36,4
KangarooMan,1374,21,34
mrdick,681,12,12
Fritzwestfall,445,37,2
joey2,871,6,15
RCLAGG,174,8,15
dchargois2300,1468,21,61
MoNeyBaLL42,1682,42,6
scapin85,441,48,71
georgemuller111,652,41,64
Bullrun,4481,52,5
traderb78,54,6,73
jmc311,1535,14,2
hembree11,91,10,47
LeoDiCapital,275,19,80
elliotpz1,430,11,76
Iceguru38,1290,8,61
Jim_Mickelson,208,13,33
DavidHTrader,340,19,118
KarateChopYoda,184,12,10
hilarious1,230,10,60
will24,263,9,14
stoli1232,3040,25,15
greenbull7,1409,33,52
surgex,3706,43,63
SurfWeil,2853,36,144
stockforme,320,8,63
desidude_chicago,638,7,17
camhack,2478,31,3
IronManTrades,767,30,0
eyenigma,708,13,11
gavinlinde,434,8,93
Ahlers,522,9,13
JohnMcConnell,2245,33,14
grantshah17,1703,39,8
ORWInvestments,555,11,18
TraderDrew,457,9,41
jaybird3277,296,18,62
ShortingEverything2015,1227,15,2
IamAlok,734,22,87
Hey_Man,279,14,46
porti,130,5,59
WrigleyTom,157,94,48
MARK76,2203,33,60
benstradingservices,484,53,81
stockcircles,82,38,38
phatprofit,173,6,75
stockeswar,874,23,73
sofiak,617,35,69
Brillba,914,12,19
stknerd,280,8,68
roy95th,1122,27,2
Illya,225,7,17
FutureStockGuru,349,40,65
Lakedude,128,9,24
TheChartGuys,235,61,21
desktrader,98,5,61
ebcnetworks,770,30,8
CirLemma,1450,18,3
AICInvestments,2551,36,54
Jumpinjimmy,352,9,5
Emawy_Investments,442,13,59
V_A_,222,6,0
TPE,1200,17,14
TUN77,1058,40,27
geoffnielsen,141,25,81
HCap,1256,23,62
Gthcode,524,18,55
Colin23,761,15,47
tonytan0,334,17,27
Romeosson,726,16,40
EarningsPlay,566,9,68
kobo100,756,12,7
Madpup,236,6,4
nev247,1718,16,3
Dracul,1444,11,5
GoodNewsBull,6734,53,67
oakproserve,50,7,0
kamakazmi,59,6,3
goldoro,231,5,23
ChangeTip,180,46,60
mkan,421,10,21
entrada,1358,18,52
Kelly12,660,9,54
BullsOn_Parade,1836,31,27
bluejay79,175,6,74
SharksBait,1198,10,7
FlorianFurxhiu,1509,16,2
towelie,341,5,67
kenchen911,196,5,8
donovan254,1827,33,181
ra5ca1,31,5,19
Riodog,744,18,49
PistolPackinMama,563,23,26
CatBus,3099,56,2
mahlerwebb,87,5,14
TheGreaterFool,744,17,7
RideYourBike,829,10,1
investraid,173,5,58
Ol_Ben,1385,25,24
WSNewsPublishers,12731,210,676
DustinK,1092,26,80
Yatahee,65,12,8
TheREBroker,930,34,74
Financier,68,5,9
thewis,83,5,1
rechtsteiner,127,27,9
centralcoastin,1101,21,65
suezan_net,29,8,26
hanksterr,75,7,36
TheBigLebullski,324,25,165
Tanri7,633,8,15
Blackfatlover,153,6,75
KhloeKallahan,71,47,103
DMonee14,517,7,64
KrazyEuro,1780,16,2
Holla_At_Yo_Boiii,345,7,0
bakerlovespibb,574,29,35
piojo,3489,17,18
Copernicus,1430,18,13
BenYiju,719,11,31
TheVagabondTrader,24,9,10
homdance2002,33,12,12
sautterinvest,131,40,324
atencio,47,6,3
mctrader7,380,5,60
insidecore,77,28,60
GTTR,6,5,77
thechaser,659,26,10
IvanFK,20,6,5
BullTrader0331,122,15,22
PennyPumper,132,5,8
ClayFranklin,127,16,94
9801721,176,5,74
FollowTheChart,49,15,2
Christian_Ancheta,472,20,49
golfguy912,440,6,68
Navyman,180,8,74
EarlyTruck,48,9,74
WallStreetLeo,101,10,8
sam050787,756,5,8
marketmath,60,8,4
Capaxone,1109,22,29
BottomFrenzy,3295,30,18
SaltydogTrader,485,14,7
ewgewsm,327,28,4
Scrutinizer,1123,49,35
DssTester,448,7,128
360va,78,25,26
acosta360,111,6,23
kritikal,468,10,10
WorldTraveler,249,5,9
Unsettled_Cash,20,12,61
showmethedough,60,5,3
chrisbnc,2577,15,19
MarvinM,241,6,22
GOTMYWINGS,238,7,4
onemoredeal,541,15,35
TheSchteinFund,292,15,78
redbone,23,7,41
TMNT,2808,27,74
notdrunkenough,807,15,1
carm,17,5,9
duky,811,47,57
littlenickysmith,4189,54,37
agbegin,16,17,32
Kayles836,338,12,15
donimal,525,8,18
goldpaved,1561,19,55
david3808,817,28,3
alexmatt86,232,6,25
DanMac,149,17,80
Gooberfish24,1738,18,2
geraldPK,269,17,9
oio,688,30,19
Kingcyrus,54,6,25
Nativetrader,80,5,6
skrol,392,5,2
burch2006,640,10,2
wellington9999,36,7,115
Sauna_Cavehang,185,5,1
BlackMamba2015,41,6,62
simonyounes,872,15,13
corpinho,195,5,7
shogunns,339,8,87
E_Lemi,57,6,7
PeterHans,41,8,12
secrun9029,1996,25,39
jig,387,13,89
RoyalBrand,1008,21,72
LiquidusCapital,348,11,10
ugwigr,12,17,13
kcarter617,643,31,108
hanie,3647,18,17
GenY_Investing,78,8,59
OptionWriter55,242,11,13
Mech,1889,10,47
OloAl,51,35,47
StockHackers,611,30,16
Colgate_Trader,643,46,0
hybrod,2023,13,9
Ihatetriplebogies,340,7,19
michaelbroyan,1186,37,17
robotrader1,977,8,113
halldon91,350,17,61
blankstare,11,5,65
Krish2010,609,14,62
gwen_360,292,11,6
Kumarlove,434,13,13
Prologue,117,11,59
therealmray,352,5,10
sunirg,1222,11,29
TraderNumberX,68,10,12
Bull_Shiet,1428,38,30
VixSwingTrader,51,10,0
zugzwangcapital,58,6,62
kcaliaskurt1,616,10,9
discozendo,927,20,30
ScottiesSoft,26,7,60
StockTrader690,457,15,1
Shortsallday,50,6,75
SubwayScriptures,589,26,16
GreedIsGood23,365,5,4
akminvest,56,11,67
Heggy45,1682,16,13
rkc,22,7,59
Kimboe,433,14,87
Kabankalan,7,6,116
USMA67Korea,2248,43,10
thanhc238,1670,17,71
manidhan,637,8,18
SteveWalker,1013,48,6
SmiBry,18,17,83
StockInvesting1979,986,21,75
djdman,398,5,58
TrendingRedneck,184,31,30
clawingup,1350,37,10
TXHedge,163,14,7
Will_Patrick,107,35,6
SeasonedInvestor,285,10,0
Confucious,141,22,22
HighLo,152,28,60
Bigmike25,5,13,107
Dantepug1,112,5,33
gohogs50,843,20,28
StockRider,356,20,45
DaveEmerick,17,28,0
TuanDuong416,230,15,61
lroconnell,1447,35,71
henrdini,88,5,32
JonathanGatlin,31,18,121
Telecaster,901,9,9
tb712,1127,45,64
lowfloatscambuster,744,31,5
JoeMac84,317,27,68
LoneZodiac,1068,22,22
nuere,9,19,7
ZnGa4LiFe,325,9,61
4xpipaholic,11,7,96
QuietTrader,70,27,34
we33ie,25,7,13
Jose_Roget,1296,39,38
MoneyAK,130,10,46
HuntingtonK,106,10,4
PFtrades,519,32,24
jckyn,984,24,81
jakAtak,579,7,65
applwww,1223,19,25
mnb5,50,10,51
idoubleplan,10,18,39
LevelPlayer,10,10,39
qusma,41,21,7
henryashalon,31,8,9
OlegO,5,30,87
VTECH72,212,8,0
epuyen,133,25,0
Hereit1st,98,22,64
ckcalahan,153,12,19
FxNabeqe,23,27,11
VetrRatings,10759,14,60
DavidHere,285,6,48
InvestorWisdom,202,52,9
aaliyasharma,5,14,47
JazzyJas,190,15,22
bruacorn,81,7,9
yogilu,19,9,20
bogdanryabyy,179,22,25
AliBhai,104,21,10
Booker1000,72,11,19
StockMarketStudent,223,31,58
GOIM,350,28,216
BullGuy,1120,28,52
AndrewB1,105,16,123
gdog,615,11,5
ZIRP,1806,29,40
zingfin,10,18,44
gmiratings,50,29,21
TradeSentimentMomentum,16,5,34
IndiaETFs,175,20,18
barcode,1175,25,8
protrader101,10,6,16
Claradan,7,8,0
stevewar,123,20,23
Ben_Frank_Beatdown,1199,11,39
valueplayonly,634,15,2
mwabu001,240,13,68
stoutopinion,483,39,33
jennyrebekka1,17,14,28
Qmetrica,100,16,54
turbofx98,247,13,16
Phil_Cole,184,32,7
javier_durovic,24,16,22
1UpWallSt,279,32,60
speconomist,38,12,4
Rogue24,3226,75,139
BreakoutBucket,314,47,73
Gchebli,48,6,49
hooktrading,359,20,0
stocklicious,38,9,88
KoroChan0802,141,29,213
Hcts,2333,8,17
artladyblue,13,25,59
easydollars,523,16,17
TradeMentor,153,6,6
AnxiousPanicSeller,536,25,39
maggiemay,266,6,0
RaffoTwit,1622,16,11
PaulBond,908,32,9
miamiguru,673,8,65
gtballer09,826,17,14
Airheadmw,1546,39,29
hoyaquant,74,10,8
Good_bet,384,14,27
jwilke,276,8,73
redcobalt,526,6,0
SmallCaps,583,36,4
CandlesandWhatnot,1223,24,50
esperlo,362,39,29
CPark0912,325,7,25
chemillion,766,20,51
andreas123,74,7,66
FrankBNH,83,6,10
joserafacu,106,11,91
methuselah,5,6,36
CALLMEDAD,1015,10,1
Unimon1,138,14,0
jgmke,3929,46,15
Bondblonde,248,11,19
IRIP,2035,30,0
AndreTheGiant,596,10,11
icemancometh,1160,23,7
BichonGirl,264,21,10
jervf1,49,14,20
thebabybull,243,31,29
MartinaOnTheStocks,74,12,1
ingrid,42,12,42
DontheBiker,403,22,59
The_Phenom,4147,45,0
livetradesblog,39,73,15
CashisKing13,17,5,27
ClockworkOrange,89,6,15
Uniquesavannah,1056,12,1
Sfgiantsballer,704,6,1
MettaWorldPeace,689,20,24
AnacottSteel,6,15,15
Nlooney80,735,10,4
sbravo,269,7,32
DoubleThinkTank,315,18,63
ChargingBull,1170,31,44
cmlive,245,7,32
exit98trader,19,10,23
TweetsByJMiller,1397,31,10
myFStrade,790,15,32
utminer,716,5,11
tomb_traider,330,18,62
JSears68,877,22,48
DCapital,114,6,5
rgreene,282,8,22
chung123,56,5,30
SirPerfluis,58,6,16
LGL001,456,28,164
traderlingo,139,5,32
goldmanwho,394,16,9
Manuyc,924,15,18
Frugal_Trader,892,11,17
moneyclutter,32,15,19
investingfelon,799,11,12
JoeyCoberly,815,35,19
SecretInvestor007,232,7,24
OakTree,100,6,8
Businessman021,346,17,10
LarsJA,353,6,1
DavRiss,74,23,159
DTA,334,31,29
johnprtl,207,11,13
FinantricALew,175,13,74
JoeMoreno,20,15,16
DeathMachine,171,9,0
houstoncottage,949,30,85
AlphaPDX,128,5,10
Stockstriker,486,15,6
Johndean45,625,21,6
Breakoutstockmoves,19,5,0
kykim,26,16,9
MoneyTree,126,10,5
Bobbin4apples,1065,29,27
southernbella,193,9,62
PK1000,147,14,12
Ryan26,659,38,51
lifeant,15,5,62
Woulfe,1838,42,42
Frenchysgurl,1118,26,15
chartschmart,1364,64,52
StocksDD,507,34,4
KB105,149,31,51
Jeremy_ScareMe,350,10,11
trademasterbob,13,13,0
DallasMonica,217,21,23
mush220,179,19,65
MughalInvesting,182,6,12
BeastModeTrading,100,9,51
lakepirate10,853,8,32
edteach,330,6,1
nniero,278,9,43
acesage,5,22,0
roceller,1649,54,45
Investbg,5,5,0
Turban8r,220,12,35
weg_ir,156,51,25
WAlame,999,23,43
ThePoulTrendDaily,116,25,11
Zguy,502,13,4
MrStock32,447,15,83
dava,123,15,14
NoLuckHere,1371,62,62
BaylorInvestor,1284,18,75
MoneyPistol,637,13,112
StaStu,753,15,10
RetireYoung,1304,40,173
Kemsoo,135,5,10
chadbrodbeck,162,9,18
vilean,1175,9,0
vm81,943,5,0
labmonkey,152,5,9
clawbash,43,8,7
WayneO1,187,7,84
CenturyStocks,22,13,0
Yaleboy,402,9,2
IAM8BALL,623,47,50
trinimama,349,6,32
TCHayes,10,11,6
punjabi4evr,822,20,91
bronco73,296,5,26
wb77,469,7,19
Sebast_Texas,282,5,0
Andrew_odsuren,111,20,171
fostmg1,194,5,65
Mastery,790,13,24
eastbanker,430,8,60
loulou357,305,8,26
UndurTolgoi,73,11,0
divinemike,910,13,12
Westside22,2404,45,51
Seabeaver1,1854,34,6
SwingTrader0,731,27,83
msdianedmb,556,23,64
tuberdr11,1102,16,44
optionboost,24,11,39
tenkata,665,11,10
GlcMD,88,16,59
Riz,639,12,12
stdvooh,356,12,0
BigBuckHunter,279,21,36
MarketManager,1017,38,41
EarningsJobber,984,24,21
Sane,1144,14,8
RainMakerJ,304,13,68
AshvsEvilDead,1056,12,20
Ziggulous,527,6,14
AP99,2019,32,277
SgtSlicksta,482,14,63
Biotarget,1143,32,0
XLBtrading,273,11,9
METT,2827,49,86
G_Zero,854,33,6
Nidhighe,126,8,5
GasKing,225,15,6
dbown1959,71,6,31
kingta3,138,18,4
100DollarBill,560,14,6
ibsesq,542,17,5
J_Bear,1137,23,96
Apple33,154,5,1
Maveric,1577,13,18
FrancoAlpha,300,21,10
flactrade,781,49,52
ppppp123,166,36,12
dt2011,1593,17,47
LAFLAME,184,5,69
William1772,170,9,63
billybatts,214,33,76
Entangled,850,9,1
Nick80,434,9,68
Hatchet150,71,6,6
super_marco,101,8,86
QueenP,354,7,13
Jay19thirty7,72,14,81
PitchforkPlayground,614,60,0
picker99,180,7,26
Options_Action,1074,16,20
wallabe_canada,6,7,8
anilkumar97,131,10,144
jetplane,155,6,60
Doremon,4597,96,5
rhooks90,245,6,36
pizzaman31,387,7,5
JarekK,9,8,55
jalbs123,208,5,54
Ta1isman,44,9,62
damurillo,18,23,13
5nake,191,7,55
Stocksicity,44,5,26
hffxtrdng,1533,30,77
rsunarto,8,8,144
riyasnr007,212,7,76
PrisonMike,338,10,61
Haridas,46,16,2
thetraderslab,425,23,12
HungryForVol,1271,15,2
WingsJr,120,5,73
HunterShankle,210,57,16
anwar619,57,6,83
Professional_trader,510,6,69
wealthpire,678,40,28
KH123,164,8,71
Motzz,235,19,33
johnnygogogo,590,13,3
twrichter33,1654,23,9
chrisO,175,9,70
CountVonCount,107,14,12
10yearnote,221,27,8
stocklife89,2784,44,35
jsyang888,100,15,17
Condor_Flying,645,19,5
YoutedP,481,12,62
BrassOnes,51,7,8
dforest,282,11,32
vmcd62,874,39,185
samreid,185,11,61
AlBGreene,84,7,35
shotguntrader,690,10,12
wenyunchao,6,30,4
NikitaFen,120,6,103
dhim18,92,8,106
MagmaTraders,128,66,47
EdGitlin,115,12,71
joejjoe99,175,7,59
john_edwards,198,35,0
Topcaretrading,280,14,12
ishark,73,13,28
FrogTrader,297,6,90
M1shaal,147,24,33
robinhoodtrader,282,66,48
SkyHighTrader,76,10,43
CyclistInvestor,520,10,17
TheAgeOfUltron,1137,16,73
Gains_of_War,244,7,62
LikeASir,326,10,57
maraleitzen,518,7,65
Jason80,491,5,61
greenizer,391,12,151
Finanzi3re38,281,7,50
terrydanmooney,427,6,71
KJJ773,472,6,69
FASTNICKELS,93,6,60
red_tsar,687,8,1
bbunny,2306,18,11
Babbs,5,5,10
vedshaun,99,6,19
thewolfofwall,294,21,10
Dev1da,9,6,87
dags99,1660,31,38
febeedog1,2433,21,29
_Lucifer,437,12,58
JacksMomDawn,502,24,33
Stock_Hunter,876,25,60
JustAnotherVRNGLoser,7243,52,12
mickeyp,1701,25,37
Machinist,695,21,15
BuyMyStock,23,17,47
DownOrUp,2332,27,8
Rollover,981,15,25
Lazercat,675,13,6
ssyx,436,10,13
samson245,924,11,40
DiwansSong,1063,7,3
Giovinco,156,6,60
stockkevin,301,13,12
SiliconBull,2238,8,60
Khalid81,1438,37,85
COMMONSENCE,1424,5,68
ljacobi,431,14,11
WSBreakingNews,13,10,182
Soundsoftrance,794,9,18
Mardook,680,20,20
seeking_omega,1330,16,5
Maze,56,8,45
Ert123,1659,5,0
Leopa_Trades,75,23,59
blakebull,50,35,21
JaiRung,433,8,9
Innovator13,1020,13,60
5eanK,887,11,11
hedgetrader176,1898,36,82
0000001madlifetruth,1109,46,202
yeahthanks,243,7,67
